forum,title,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=lHasEfGsXL,{'value': 'LightHGNN: Distilling Hypergraph Neural Networks into MLPs for 100x Faster Inference'},Yifan Feng; Yihe Luo; Shihui Ying; Yue Gao,~Yifan_Feng1; ~Yihe_Luo1; ~Shihui_Ying1; ~Yue_Gao4,"{'value': ['Hypergraph', 'HGNN', 'Knowledge Distillation', 'MLPs', 'Reliale Learning']}","{'value': 'Hypergraph Neural Networks (HGNNs) have recently attracted much attention and exhibited satisfactory performance due to their superiority in high-order correlation modeling. \nHowever, it is noticed that the high-order modeling capability of hypergraph also brings increased computation complexity, which hinders its practical industrial deployment.\nIn practice, we find that one key barrier to the efficient deployment of HGNNs is the high-order structural dependencies during inference.\nIn this paper, we propose to bridge the gap between the HGNNs and inference-efficient Multi-Layer Perceptron (MLPs) to eliminate the hypergraph dependency of HGNNs and thus reduce computational complexity as well as improve inference speed. \nSpecifically, we introduce LightHGNN and LightHGNN$^+$ for fast inference with low complexity. LightHGNN directly distills the knowledge from teacher HGNNs to student MLPs via soft labels, and LightHGNN$^+$ further explicitly injects reliable high-order correlations into the student MLPs to achieve topology-aware distillation and resistance to over-smoothing.\nExperiments on eight hypergraph datasets demonstrate that even without hypergraph dependency, the proposed LightHGNNs can still achieve competitive or even better performance than HGNNs and outperform vanilla MLPs by $16.3$ on average. Extensive experiments on three graph datasets further show the average best performance of our LightHGNNs compared with all other methods.\nExperiments on synthetic hypergraphs with 5.5w vertices indicate LightHGNNs can run $100\\times$ faster than HGNNs, showcasing their ability for latency-sensitive deployments.'}",https://openreview.net{'value': '/pdf/a56c441a5107b922f1268eb91721d0b5ddb37f0c.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=kPrxk6tUcg,{'value': 'Neuron-Enhanced AutoEncoder Matrix Completion and Collaborative Filtering: Theory and Practice'},Jicong Fan; Rui Chen; Zhao Zhang; Chris Ding,~Jicong_Fan2; ~Rui_Chen10; ~Zhao_Zhang3; ~Chris_Ding1,"{'value': ['autoencoder', 'matrix completion', 'collaborative filtering']}","{'value': 'Neural networks have shown promising performance in collaborative filtering and matrix completion but the theoretical analysis is limited and there is still room for improvement in terms of the accuracy of recovering missing values. This paper presents a neuron-enhanced autoencoder matrix completion (AEMC-NE) method and applies it to collaborative filtering. Our AEMC-NE adds an element-wise autoencoder to each output of the main autoencoder to enhance the reconstruction capability. Thus it can adaptively learn an activation function for the output layer to approximate possibly complicated response functions in real data. We provide theoretical analysis for AEMC-NE as well as AEMC to investigate the generalization ability of autoencoder and deep learning in matrix completion, considering both missing completely at random and missing not at random. We show that the element-wise neural network has the potential to reduce the generalization error bound, the data sparsity can be useful, and the prediction performance is closely related to the difference between the numbers of variables and samples. The numerical results on synthetic data and benchmark datasets demonstrated the effectiveness of AEMC-NE in comparison to many baselines.'}",https://openreview.net{'value': '/pdf/26bfcbd64a1cb9585e84baa8bd9d7a5f020f52a6.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=jenyYQzue1,{'value': 'MuSR: Testing the Limits of Chain-of-thought with Multistep Soft Reasoning'},Zayne Rea Sprague; Xi Ye; Kaj Bostrom; Swarat Chaudhuri; Greg Durrett,~Zayne_Rea_Sprague1; ~Xi_Ye2; ~Kaj_Bostrom1; ~Swarat_Chaudhuri1; ~Greg_Durrett1,"{'value': ['Large Language Models', 'Chain-of-Thought', 'Textual Reasoning']}","{'value': 'While large language models (LLMs) equipped with techniques like chain-of-thought prompting have demonstrated impressive capabilities, they still fall short in their ability to reason robustly in complex settings. However, evaluating LLM reasoning is challenging because system capabilities continue to grow while benchmark datasets for tasks like logical deduction have remained static. We introduce MuSR, a dataset for evaluating language models on multistep soft reasoning tasks specified in a natural language narrative. This dataset has two crucial features. First, it is created through a novel neurosymbolic synthetic-to-natural generation algorithm, enabling the construction of complex reasoning instances that challenge GPT-4 (e.g., murder mysteries roughly 1000 words in length) and which can be scaled further as more capable LLMs are released. Second, our data instances are free text narratives corresponding to real-world domains of reasoning; this makes it simultaneously much more challenging than other synthetically-crafted benchmarks while remaining realistic and tractable for human annotators to solve with high accuracy. We evaluate a range of LLMs and prompting techniques on this dataset and characterize the gaps that remain for techniques like chain-of-thought to perform robust reasoning.'}",https://openreview.net{'value': '/pdf/0fd545b50f3dd67f4d965d2b37b07aa5d08aba77.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=j511LaqEeP,{'value': 'Non-Exchangeable Conformal Risk Control'},António Farinhas; Chrysoula Zerva; Dennis Thomas Ulmer; Andre Martins,~António_Farinhas1; ~Chrysoula_Zerva1; ~Dennis_Thomas_Ulmer1; ~Andre_Martins1,"{'value': ['conformal prediction', 'conformal risk control', 'non-exchangeable data', 'uncertainty']}","{'value': 'Split conformal prediction has recently sparked great interest due to its ability to provide formally guaranteed uncertainty sets or intervals for predictions made by black-box neural models, ensuring a predefined probability of containing the actual ground truth. While the original formulation assumes data exchangeability, some extensions handle non-exchangeable data, which is often the case in many real-world scenarios. In parallel, some progress has been made in conformal methods that provide statistical guarantees for a broader range of objectives, such as bounding the best $F_1$-score or minimizing the false negative rate in expectation. In this paper, we leverage and extend these two lines of work by proposing non-exchangeable conformal risk control, which allows controlling the expected value of any monotone loss function when the data is not exchangeable. Our framework is flexible, makes very few assumptions, and allows weighting the data based on its relevance for a given test example; a careful choice of weights may result in tighter bounds, making our framework useful in the presence of change points, time series, or other forms of distribution drift. Experiments with both synthetic and real world data show the usefulness of our method.'}",https://openreview.net{'value': '/pdf/ab193b1a0d582e0dc8095741222c1b4912c9d193.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=ix7rLVHXyY,{'value': 'Learning Performance-Improving Code Edits'},Alexander G Shypula; Aman Madaan; Yimeng Zeng; Uri Alon; Jacob R. Gardner; Yiming Yang; Milad Hashemi; Graham Neubig; Parthasarathy Ranganathan; Osbert Bastani; Amir Yazdanbakhsh,~Alexander_G_Shypula1; ~Aman_Madaan1; ~Yimeng_Zeng1; ~Uri_Alon1; ~Jacob_R._Gardner1; ~Yiming_Yang1; ~Milad_Hashemi1; ~Graham_Neubig1; ~Parthasarathy_Ranganathan1; ~Osbert_Bastani1; ~Amir_Yazdanbakhsh1,"{'value': ['Large Language Models', 'Retrieval Augmented Generation', 'Program Synthesis', 'Program Optimization', 'Fine-Tuning', 'Goal-Conditioning', 'Data Augmentation', 'Self-Play', 'Synthetic Dataset', 'Performance Optimization', 'Machine Learning for Code Optimization', 'Dataset']}","{'value': 'With the decline of Moore\'s law, optimizing program performance has become a major focus of software research. However, high-level optimizations such as API and algorithm changes remain elusive due to the difficulty of understanding the semantics of code. Simultaneously, pretrained large language models (LLMs) have demonstrated strong capabilities at solving a wide range of programming tasks. To that end, we introduce a framework for adapting LLMs to high-level program optimization. First, we curate a dataset of performance-improving edits made by human programmers of over 77,000 competitive C++ programming submission pairs, accompanied by extensive unit tests. A major challenge is the significant variability of measuring performance on commodity hardware, which can lead to spurious ""improvements."" To isolate and reliably evaluate the impact of program optimizations, we design an environment based on the gem5 full system simulator, the de facto simulator used in academia and industry. Next, we propose a broad range of adaptation strategies for code optimization; for prompting, these include retrieval-based few-shot prompting and chain-of-thought, and for finetuning, these include performance-conditioned generation and synthetic data augmentation based on self-play. A combination of these techniques achieves a mean speedup of 6.86$\\times$ with eight generations, higher than average optimizations from individual programmers (3.66$\\times$). Using our model\'s fastest generations, we set a new upper limit on the fastest speedup possible for our dataset at 9.64$\\times$ compared to using the fastest human submissions available (9.56$\\times$).'}",https://openreview.net{'value': '/pdf/e94f139ce25197392e4252dc56ed557ff74094fd.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=ikwEDva1JZ,{'value': 'How Do Transformers Learn In-Context Beyond Simple Functions? A Case Study on Learning with Representations'},Tianyu Guo; Wei Hu; Song Mei; Huan Wang; Caiming Xiong; Silvio Savarese; Yu Bai,~Tianyu_Guo4; ~Wei_Hu1; ~Song_Mei1; ~Huan_Wang1; ~Caiming_Xiong1; ~Silvio_Savarese1; ~Yu_Bai1,"{'value': ['in-context learning', 'transformers', 'representation learning', 'learning theory', 'mechanistic understanding']}","{'value': 'While large language models based on the transformer architecture have demonstrated remarkable in-context learning (ICL) capabilities, understandings of such capabilities are still in an early stage, where existing theory and mechanistic understanding focus mostly on simple scenarios such as learning simple function classes. This paper takes initial steps on understanding ICL in more complex scenarios, by studying learning with \\emph{representations}. Concretely, we construct synthetic in-context learning problems with a compositional structure, where the label depends on the input through a possibly complex but \\emph{fixed} representation function, composed with a linear function that \\emph{differs} in each instance. By construction, the optimal ICL algorithm first transforms the inputs by the representation function, and then performs linear ICL on top of the transformed dataset. We show theoretically the existence of transformers that approximately implement such algorithms with mild depth and size.  Empirically, we find trained transformers consistently achieve near-optimal ICL performance in this setting, and exhibit the desired dissection where lower layers transforms the dataset and upper layers perform linear ICL. Through extensive probing and a new pasting experiment, we further reveal several mechanisms within the trained transformers, such as concrete copying behaviors on both the inputs and the representations, linear ICL capability of the upper layers alone, and a post-ICL representation selection mechanism in a harder mixture setting. These observed mechanisms align well with our theory and may shed light on how transformers perform ICL in more realistic scenarios.'}",https://openreview.net{'value': '/pdf/5d585a41f28be94e8dd4315c71f8f5ee62908b9d.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=igfDXfMvm5,{'value': 'USB-NeRF: Unrolling Shutter Bundle Adjusted Neural Radiance Fields'},Moyang Li; Peng Wang; Lingzhe Zhao; Bangyan Liao; Peidong Liu,~Moyang_Li1; ~Peng_Wang29; ~Lingzhe_Zhao1; ~Bangyan_Liao1; ~Peidong_Liu3,"{'value': ['Neural Radiance Fields', 'Bundle Adjustment', 'Rolling Shutter']}","{'value': 'Neural Radiance Fields (NeRF) has received much attention recently due to its impressive capability to represent 3D scene and synthesize novel view images. Existing works usually assume that the input images are captured by a global shutter camera. Thus, rolling shutter (RS) images cannot be trivially applied to an off-the-shelf NeRF algorithm for novel view synthesis. Rolling shutter effect would also affect the accuracy of the camera pose estimation (e.g. via COLMAP), which further prevents the success of NeRF algorithm with RS images.\nIn this paper, we propose Unrolling Shutter Bundle Adjusted Neural Radiance Fields (USB-NeRF). USB-NeRF is able to correct rolling shutter distortions and recover accurate camera motion trajectory simultaneously under the framework of NeRF, by modeling the physical image formation process of a RS camera.\nExperimental results demonstrate that USB-NeRF achieves better performance compared to prior works, in terms of RS effect removal, novel view image synthesis as well as camera motion estimation. Furthermore, our algorithm can also be used to recover high-fidelity high frame-rate global shutter video from a sequence of RS images.'}",https://openreview.net{'value': '/pdf/4612afe3654a547a44dc4e5e94071ad6b9f1e4b2.pdf'},{'abstract_filter': 'Trajectory'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=iad1yyyGme,{'value': 'CausalTime: Realistically Generated Time-series for Benchmarking of Causal Discovery'},Yuxiao Cheng; Ziqian Wang; Tingxiong Xiao; Qin Zhong; Jinli Suo; Kunlun He,~Yuxiao_Cheng1; ~Ziqian_Wang1; ~Tingxiong_Xiao1; ~Qin_Zhong1; ~Jinli_Suo1; ~Kunlun_He1,"{'value': ['Time series', 'Causal discovery', 'Neural networks', 'Benchmark', 'Dataset']}","{'value': ""Time-series causal discovery (TSCD) is a fundamental problem of machine learning. However,  existing synthetic datasets cannot properly evaluate or predict the algorithms' performance on real data. This study introduces the CausalTime pipeline to generate time-series that highly resemble the real data and with ground truth causal graphs for quantitative performance evaluation. The pipeline starts from real observations in a specific scenario and produces a matching benchmark dataset. Firstly, we harness deep neural networks along with normalizing flow to accurately capture realistic dynamics. Secondly, we extract hypothesized causal graphs by performing importance analysis on the neural network or leveraging prior knowledge. Thirdly, we derive the ground truth causal graphs by splitting the causal model into causal term, residual term, and noise term. Lastly, using the fitted network and the derived causal graph, we generate corresponding versatile time-series proper for algorithm assessment. In the experiments, we validate the fidelity of the generated data through qualitative and quantitative experiments, followed by a benchmarking of existing TSCD algorithms using these generated datasets. CausalTime offers a feasible solution to evaluating TSCD algorithms in real applications and can be generalized to a wide range of fields. For easy use of the proposed approach, we also provide a user-friendly website, hosted on www.causaltime.cc.""}",https://openreview.net{'value': '/pdf/58ab28fc32a66d671eae2d327b9bf9ff5767b383.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=ia9fKO1Vjq,{'value': 'Identifiable Latent Polynomial Causal Models through the Lens of Change'},Yuhang Liu; Zhen Zhang; Dong Gong; Mingming Gong; Biwei Huang; Anton van den Hengel; Kun Zhang; Javen Qinfeng Shi,~Yuhang_Liu1; ~Zhen_Zhang2; ~Dong_Gong1; ~Mingming_Gong1; ~Biwei_Huang1; ~Anton_van_den_Hengel1; ~Kun_Zhang1; ~Javen_Qinfeng_Shi1,"{'value': ['Latent Causal Models', 'Causal Representations', 'Identifiability', 'Representation Learning']}","{'value': 'Causal representation learning aims to unveil latent high-level causal representations from observed low-level data. One of its primary tasks is to provide reliable assurance of identifying these latent causal models, known as \\textit{identifiability}. A recent breakthrough explores identifiability by leveraging the change of causal influences among latent causal variables across multiple environments \\citep{liu2022identifying}. However, this progress rests on the assumption that the causal relationships among latent causal variables adhere strictly to linear Gaussian models. In this paper, we extend the scope of latent causal models to involve nonlinear causal relationships, represented by polynomial models, and general noise distributions conforming to the exponential family. Additionally, we investigate the necessity of imposing changes on all causal parameters and present partial identifiability results when part of them remains unchanged. Further, we propose a novel empirical estimation method, grounded in our theoretical finding, that enables learning consistent latent causal representations. Our experimental results, obtained from both synthetic and real-world data, validate our theoretical contributions concerning identifiability and consistency.'}",https://openreview.net{'value': '/pdf/d3926b6a4489ce07972dbf8ea063435da922e861.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=i9Vs5NGDpk,"{'value': 'Asymptotically Free Sketched Ridge Ensembles: Risks, Cross-Validation, and Tuning'}",Pratik Patil; Daniel LeJeune,~Pratik_Patil1; ~Daniel_LeJeune1,"{'value': ['asymptotic freeness', 'sketching', 'ensembles', 'ridge regression', 'generalized cross-validation', 'tuning']}","{'value': 'We employ random matrix theory to establish consistency of generalized cross validation (GCV) for estimating prediction risks of sketched ridge regression ensembles, enabling efficient and consistent tuning of regularization and sketching parameters. Our results hold for a broad class of asymptotically free sketches under very mild data assumptions. For squared prediction risk, we provide a decomposition into an unsketched equivalent implicit ridge bias and a sketching-based variance, and prove that the risk can be globally optimized by only tuning sketch size in infinite ensembles. For general subquadratic prediction risk functionals, we extend GCV to construct consistent risk estimators, and thereby obtain distributional convergence of the GCV-corrected predictions in Wasserstein-2 metric. This in particular allows construction of prediction intervals with asymptotically correct coverage conditional on the training data. We also propose an ""ensemble trick"" whereby the risk for unsketched ridge regression can be efficiently estimated via GCV using small sketched ridge ensembles. We empirically validate our theoretical results using both synthetic and real large-scale datasets with practical sketches including CountSketch and subsampled randomized discrete cosine transforms.'}",https://openreview.net{'value': '/pdf/28ddc17b08b8df3bdcb23d2393cdb2d882b39eef.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=i8PjQT3Uig,{'value': 'Locality Sensitive Sparse Encoding for Learning World Models Online'},Zichen Liu; Chao Du; Wee Sun Lee; Min Lin,~Zichen_Liu1; ~Chao_Du1; ~Wee_Sun_Lee1; ~Min_Lin1,"{'value': ['model-based rl', 'online learning', 'incremental learning', 'catastrophic forgetting']}","{'value': 'Acquiring an accurate world model $\\textit{online}$ for model-based reinforcement learning (MBRL) is challenging due to data nonstationarity, which typically causes catastrophic forgetting for neural networks (NNs). From the online learning perspective, a Follow-The-Leader (FTL) world model is desirable, which optimally fits all previous experiences at each round. Unfortunately, NN-based models need re-training on all accumulated data at every interaction step to achieve FTL, which is computationally expensive for lifelong agents. In this paper, we revisit models that can achieve FTL with incremental updates. Specifically, our world model is a linear regression model supported by nonlinear random features. The linear part ensures efficient FTL update while the nonlinear random feature empowers the fitting of complex environments. To best trade off model capacity and computation efficiency, we introduce a locality sensitive sparse encoding, which allows us to conduct efficient sparse updates even with very high dimensional nonlinear features. We validate the representation power of our encoding and verify that it allows efficient online learning under data covariate shift. We also show, in the Dyna MBRL setting, that our world models learned online using a $\\textit{single pass}$ of trajectory data either surpass or match the performance of deep world models trained with replay and other continual learning methods.'}",https://openreview.net{'value': '/pdf/0149a804bccf18bec867875f9e9fb664c4288f4b.pdf'},{'abstract_filter': 'Trajectory'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=huGECz8dPp,{'value': 'Information Bottleneck Analysis of Deep Neural Networks via Lossy Compression'},Ivan Butakov; Alexander Tolmachev; Sofia Malanchuk; Anna Neopryatnaya; Alexey Frolov; Kirill Andreev,~Ivan_Butakov1; ~Alexander_Tolmachev1; ~Sofia_Malanchuk1; ~Anna_Neopryatnaya1; ~Alexey_Frolov1; ~Kirill_Andreev1,"{'value': ['deep learning', 'information bottleneck principle', 'stochastic neural networks', 'lossy compression']}","{'value': 'The Information Bottleneck (IB) principle offers an information-theoretic framework for analyzing the training process of deep neural networks (DNNs). Its essence lies in tracking the dynamics of two mutual information (MI) values: between the hidden layer output and the DNN input/target. According to the hypothesis put forth by Shwartz-Ziv & Tishby (2017), the training process consists of two distinct phases: fitting and compression. The latter phase is believed to account for the good generalization performance exhibited by DNNs. Due to the challenging nature of estimating MI between high-dimensional random vectors, this hypothesis was only partially verified for NNs of tiny sizes or specific types, such as quantized NNs. In this paper, we introduce a framework for conducting IB analysis of general NNs. Our approach leverages the stochastic NN method proposed by Goldfeld et al. (2019) and incorporates a compression step to overcome the obstacles associated with high dimensionality. In other words, we estimate the MI between the compressed representations of high-dimensional random vectors. The proposed method is supported by both theoretical and practical justifications. Notably, we demonstrate the accuracy of our estimator through synthetic experiments featuring predefined MI values and comparison with MINE (Belghazi et al., 2018). Finally, we perform IB analysis on a close-to-real-scale convolutional DNN, which reveals new features of the MI dynamics.'}",https://openreview.net{'value': '/pdf/30faaa47d472289085b65d4e2599be690c2b0a2b.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=hWS4MueyzC,{'value': 'Bongard-OpenWorld: Few-Shot Reasoning for Free-form Visual Concepts in the Real World'},Rujie Wu; Xiaojian Ma; Zhenliang Zhang; Wei Wang; Qing Li; Song-Chun Zhu; Yizhou Wang,~Rujie_Wu2; ~Xiaojian_Ma1; ~Zhenliang_Zhang2; ~Wei_Wang4; ~Qing_Li1; ~Song-Chun_Zhu1; ~Yizhou_Wang1,"{'value': ['Few-shot learning', 'Visual reasoning', 'Open world learning']}","{'value': 'We introduce Bongard-OpenWorld, a new benchmark for evaluating real-world few-shot reasoning for machine vision. It originates from the classical Bongard Problems (BPs): Given two sets of images (positive and negative), the model needs to identify the set that query images belong to by inducing the visual concepts, which is exclusively depicted by images from the positive set. Our benchmark inherits the few-shot concept induction of the original BPs while adding the two novel layers of challenge: 1) open-world free-form concepts, as the visual concepts in Bongard-OpenWorld are unique compositions of terms from an open vocabulary, ranging from object categories to abstract visual attributes and commonsense factual knowledge; 2)  real-world images, as opposed to the synthetic diagrams used by many counterparts. In our exploration, Bongard-OpenWorld already imposes a significant challenge to current few-shot reasoning algorithms. We further investigate to which extent the recently introduced Large Language Models (LLMs) and Vision-Language Models (VLMs) can solve our task, by directly probing VLMs, and combining VLMs and LLMs in an interactive reasoning scheme. We even conceived a neuro-symbolic reasoning approach that reconciles LLMs & VLMs with logical reasoning to emulate the human problem-solving process for Bongard Problems. However, none of these approaches manage to close the human-machine gap, as the best learner achieves 64% accuracy while human participants easily reach 91%. We hope Bongard-OpenWorld can help us better understand the limitations of current visual intelligence and facilitate future research on visual agents with stronger few-shot visual reasoning capabilities.'}",https://openreview.net{'value': '/pdf/ffa49aeaac1a4b4b4b728c20ae009f257bbcf630.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=hNhwSmtXRh,{'value': 'Lemur: Harmonizing Natural Language and Code for Language Agents'},Yiheng Xu; Hongjin SU; Chen Xing; Boyu Mi; Qian Liu; Weijia Shi; Binyuan Hui; Fan Zhou; Yitao Liu; Tianbao Xie; Zhoujun Cheng; Siheng Zhao; Lingpeng Kong; Bailin Wang; Caiming Xiong; Tao Yu,~Yiheng_Xu1; ~Hongjin_SU1; ~Chen_Xing2; ~Boyu_Mi1; ~Qian_Liu2; ~Weijia_Shi1; ~Binyuan_Hui1; ~Fan_Zhou6; ~Yitao_Liu2; ~Tianbao_Xie1; ~Zhoujun_Cheng1; ~Siheng_Zhao1; ~Lingpeng_Kong1; ~Bailin_Wang3; ~Caiming_Xiong1; ~Tao_Yu5,"{'value': ['large language model', 'agent', 'code generation', 'reasoning', 'decision making']}","{'value': 'We introduce Lemur and Lemur-Chat, openly accessible language models optimized\nfor both natural language and coding capabilities to serve as the backbone\nof versatile language agents. The evolution from language chat models to\nfunctional language agents demands that models not only master human interaction,\nreasoning, and planning but also ensure grounding in the relevant environments.\nThis calls for a harmonious blend of language and coding capabilities\nin the models. Lemur and Lemur-Chat are proposed to address this necessity,\ndemonstrating balanced proficiencies in both domains, unlike existing\nopen-source models that tend to specialize in either. Through meticulous pretraining\nusing a code-intensive corpus and instruction fine-tuning on text and code\ndata, our models achieve state-of-the-art averaged performance across diverse\ntext and coding benchmarks. Comprehensive experiments demonstrate Lemur’s\nsuperiority over existing open-source models and its proficiency across various\nagent tasks involving human communication, tool usage, and interaction under\nfully- and partially- observable environments. The harmonization between natural\nand programming languages enables Lemur-Chat to significantly narrow the\ngap with proprietary models on agent abilities, providing key insights into developing\nadvanced open-source agents adept at reasoning, planning, and operating\nseamlessly across environments. Our model and code have been open-sourced at\nhttps://github.com/OpenLemur/Lemur.'}",https://openreview.net{'value': '/pdf/8ef62990871ebf2cac77dc6ea498085f167f070a.pdf'},{'title_filter': 'Agent'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=h7DGnWGeos,{'value': 'Active Retrosynthetic Planning Aware of Route Quality'},Luotian Yuan; Yemin Yu; Ying Wei; Yongwei Wang; Zhihua Wang; Fei Wu,~Luotian_Yuan1; ~Yemin_Yu1; ~Ying_Wei1; ~Yongwei_Wang1; ~Zhihua_Wang4; ~Fei_Wu1,"{'value': ['Retrosynthetic planning', 'route evaluation', 'reinforcement learning']}","{'value': 'Retrosynthetic planning is a sequential decision-making process of identifying synthetic routes from the available building block materials to reach a desired target molecule.\nThough existing planning approaches show promisingly high solving rates and low costs, the trivial route cost evaluation via pre-trained forward reaction prediction models certainly falls short of real-world chemical practice.\nAn alternative option is to annotate the actual cost of a route, such as yield, through chemical experiments or input from chemists, while \nthis often leads to substantial query costs.\nIn order to strike the balance between query costs and route quality evaluation, we propose an Active Retrosynthetic Planning (ARP) framework that remains compatible with the established retrosynthetic planners.\nOn one hand, the proposed ARP trains an actor that decides whether to query the cost of a reaction; on the other hand, it resorts to a critic to estimate the value of a molecule with its preceding reaction cost as input. \nThose molecules with low reaction costs are preferred to expand first.\nWe apply our framework to different existing approaches on both the benchmark and an expert dataset and demonstrate that it outperforms the existing state-of-the-art approach by 6.2\\% in route quality while reducing the query cost by 12.8\\%.\nIn addition, \nARP consistently plans \nhigh-quality routes with either abundant or sparse annotations.'}",https://openreview.net{'value': '/pdf/0eba4d55c6b2d267c53e120ccbcbe1c0a441de5a.pdf'},{'title_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=h57gkDO2Yg,{'value': 'Self-Supervised Dataset Distillation for Transfer Learning'},Dong Bok Lee; Seanie Lee; Joonho Ko; Kenji Kawaguchi; Juho Lee; Sung Ju Hwang,~Dong_Bok_Lee1; ~Seanie_Lee1; ~Joonho_Ko1; ~Kenji_Kawaguchi1; ~Juho_Lee2; ~Sung_Ju_Hwang1,"{'value': ['Dataset Distillation', 'Self-supervised Learning', 'Kernel Ridge Regression']}","{'value': ""Dataset distillation aims to optimize a small set so that a model trained on the set achieves performance similar to that of a model trained on the full dataset. While many supervised methods have achieved remarkable success in distilling a large dataset into a small set of representative samples, however, \nthey are not designed to produce a distilled dataset that can be effectively used to facilitate self-supervised pre-training. To this end, we propose a novel problem of distilling an unlabeled dataset into a set of small synthetic samples for efficient self-supervised learning (SSL). We first prove that a gradient of synthetic samples with respect to a SSL objective in naive bilevel optimization is \\textit{biased} due to the randomness originating from data augmentations or masking for inner optimization. To address this issue, we propose to minimize the mean squared error (MSE) between a model's representations of the synthetic examples and their corresponding learnable target feature representations for the inner objective, which does not introduce any randomness. Our primary motivation is that the model obtained by the proposed inner optimization can mimic the \\textit{self-supervised target model}. To achieve this, we also introduce the MSE between representations of the inner model and the self-supervised target model on the original full dataset for outer optimization. We empirically validate the effectiveness of our method on transfer learning. Our code is available at \nhttps://github.com/db-Lee/selfsup_dd""}",https://openreview.net{'value': '/pdf/8e0804ccc9e156127635c129ed31835d637a188e.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
https://openreview.net/forum?id=gwbQ2YwLhD,{'value': 'Learning Large DAGs is Harder than you Think: Many Losses are Minimal for the Wrong DAG'},Jonas Seng; Matej Zečević; Devendra Singh Dhami; Kristian Kersting,~Jonas_Seng1; ~Matej_Zečević1; ~Devendra_Singh_Dhami1; ~Kristian_Kersting1,"{'value': ['Directed Acyclic Graphs', 'Structure Learning']}","{'value': 'Structure learning is a crucial task in science, especially in fields such as medicine and biology, where the wrong identification of (in)dependencies among random variables can have significant implications. The primary objective of structure learning is to learn a Directed Acyclic Graph (DAG) that represents the underlying probability distribution of the data. Many prominent DAG learners rely on least square losses or log-likelihood losses for optimization. It is well-known from regression models that least square losses are heavily influenced by the scale of the variables. Recently it has been demonstrated that the scale of data also affects performance of structure learning algorithms, though with a strong focus on linear 2-node systems and simulated data. Moving beyond these results, we provide conditions under which square-based losses are minimal for wrong DAGs in $d$-dimensional cases. Furthermore, we also show that scale can impair performance of structure learners if relations among variables are non-linear for both square based and log-likelihood based losses. We confirm our theoretical findings through extensive experiments on synthetic and real-world data.'}",https://openreview.net{'value': '/pdf/e06479f1378de21f8c0a0bf06e6768aa6a939ab0.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2024,Conference
